location_type,name,facility_type,address,suburb,lga,latitude,longitude,phone,website,source_notes
repair,JMAC Mechanical,Repair shop,69 Croydon Road,,,-37.7660351,145.2401149,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,JTech Mobile,Electronics repair,,,,-37.6726394,145.0179329,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Kilmont Radio & TV Repair Services,Repair shop,,,,-37.8108546,145.2886299,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Mckay Automotive & Sale Brake Specialists,Repair shop,67-69 Princes Highway,,,-38.0881009,147.0693544,+61 3 5143 0555,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Mister Click,Electronics repair,,,,-37.8161868,144.9554142,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Mister Minit,Repair shop,,,,-37.9586582,145.0554687,+61 478 765 915,https://www.minit.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,MKC Repairs,Electronics repair,560 Burke Road,,,-37.8311179,145.0568953,,https://mkccamberwell.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Montre Shoe Repairs,Repair shop,,,,-37.9583947,145.0515706,+61 3 8524 7850,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Morgan Electrics and Gas,Electronics repair,91-93 Vines Road,,,-38.1209128,144.3284934,+61 3 5278 9537,https://morganelectricsandgas.com.au,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,MPC Repairs,Electronics repair,,,,-37.7654725,144.9227253,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Murray Valley Electrics,Electronics repair,35 Pine Avenue,,,-34.1818358,142.1598485,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,MyFone Repairs,Electronics repair,,,,-37.6024637,145.0996331,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,MyFone Repairs,Electronics repair,,,,-37.6854091,144.5671137,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Northern Mobile Repairs,Repair shop,,,,-37.6515444,145.0892622,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Phone life,Electronics repair,,,,-37.7669538,144.9241814,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Phone Nation,Electronics repair,,,,-38.1480897,144.361761,+61 3 5224 1980,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Phone Tech,Electronics repair,,,,-37.8760688,145.0375522,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Renewd Laptop Repair Service,Electronics repair,547 Plenty Road,,,-37.7341512,145.0135302,,https://renewd.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Repair Pro,Repair shop,,,,-37.8104772,144.9630144,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Robertson's Electronic Services,Electronics repair,229 Autumn Street,,,-38.1417851,144.336002,+61 3 5223 3577,https://robertsonselectronicrepairs.com.au,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Royan Transport Accident Repairs,Repair shop,,,,-38.037164,145.2072445,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Shepparton Washing Machine Service,Repair shop,,,,-36.3931408,145.4009849,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Stuff That Works,Electronics repair,476 Canterbury Road,,,-37.8362564,145.1825232,+61 3 8820 3000,https://www.stw.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,The iPhone Guy Lara,Electronics repair,8 The Centreway,,,-38.0229799,144.4077019,+61 403 976 742,https://theiphoneguy.com.au,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Warragul Washing Machine Service,Electronics repair,177 Queen Street,,,-38.1671004,145.9432249,+61 418 171 218,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Scobies Service Centre,Repair shop,155A Learmonth Street,Alfredton,VIC,-37.5669764,143.811648,+61 3 5334 2150,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Pentagon Digital,Electronics repair,236 Whitehorse Road,Balwyn,,-37.8129534,145.0811699,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Trik Trailers,Repair shop,868 Mountain Highway,Bayswater,VIC,-37.8383419,145.2786171,+61 3 9720 0100,https://www.triktrailers.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Walkalong Expert Repairs,Repair shop,515 Camberwell Road,Camberwell,VIC,-37.8420154,145.069243,,https://new.walkalong.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,eFix Electronics Repairs & Accessories,Electronics repair,29-35 Lake Street,Caroline Springs,VIC,-37.7307572,144.7433432,+61 468 868 145,https://efix.business.site/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Mobile King,Electronics repair,29-35 Lake Street,Caroline Springs,VIC,-37.7318428,144.7430607,+61 406 391 318,https://mobile-king.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,My Fone Repairs,Electronics repair,29-35 Lake Street,Caroline Springs,VIC,-37.7324622,144.7429047,+61 466 338 377,https://www.myfonerepairs.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Mister Minit,Repair shop,239-241 Maroondah Highway,Chirnside Park,VIC,-37.7572464,145.3134769,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,David Brown Mechanical Repair,Repair shop,15 Brisbane Street,Eltham,VIC,-37.7170676,145.1394556,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Pick me up Mowers,Repair shop,44 Forest Road,Ferntree Gully,VIC,-37.883307,145.2972606,+61 3 9725 3380,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Fix To Go,Electronics repair,155 Queen Street,Melbourne,,-37.8148809,144.9603568,,https://fixtogo.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Repair Buddy,Electronics repair,143 Russell Street,Melbourne,VIC,-37.813046,144.9679913,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,iFix Mildura iPhone Repair,Electronics repair,840 Fifteenth Street,Mildura,VIC,-34.2088283,142.1383007,+61 427 507 888,https://www.facebook.com/ifixmildura/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Phil'll Fix IT Computer Services,Electronics repair,Ontario Avenue,Mildura,VIC,-34.1770012,142.1522355,+61 447 645 534,http://philfixit.info/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,TechLab,Electronics repair,58 Lime Avenue,Mildura,VIC,-34.1839719,142.1600182,+61 3 5022 2592,https://techlab.net.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Phone Repair Guy,Electronics repair,79A Brice Avenue,Mooroolbark,VIC,-37.7849068,145.3145248,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Stay Tuned Electrics,Electronics repair,66-74 Brice Avenue,Mooroolbark,VIC,-37.7858164,145.3137699,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,eTechFix,Electronics repair,89 Mount Eliza Way,Mount Eliza,VIC,-38.1848897,145.08962,+61 410 575 669,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Early Bird Tv & Electronic Repairs,Electronics repair,897 Springvale Road,Mulgrave,,-37.9310404,145.1556013,,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Abar Computer,Electronics repair,519 High Street,Northcote,VIC,-37.7647844,144.9992784,+61 3 9489 8827,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,The Original PC Doctor,Repair shop,87-91 Heatherdale Road,Ringwood,VIC,-37.8257773,145.2143483,,https://www.thepcdoctor.com.au/,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
repair,Tackas Phone Repairs,Electronics repair,10 Warne Court,Strathfieldsaye,VIC,-36.8051416,144.3494946,+61 408 522 277,,OpenStreetMap data may be incomplete or out of date. Contact the provider before travelling.
